card_set,total_cards,signed_cards,known_autos,unknown_autos,total_known_signed_cards
"2018 panini one football - patch autographs bronze",1,1,1,0,46
"2018 panini one football - patch autographs gold",1,1,1,0,9
"2018 panini one football - patch autographs platinum",1,1,1,0,5
"2018 panini one football - patch autographs red",1,1,1,0,21
"2018 platinum signatures",2,2,0,2,0
"2018 playmakers",1,0,0,0,0
"2018 playmakers blue",1,0,0,0,0
"2018 playmakers gold",1,0,0,0,0
"2018 playmakers green",1,0,0,0,0
"2018 playmakers purple",1,0,0,0,0
"2018 playmakers red",1,0,0,0,0
"2018 playoff contenders football - contenders to canton autographs",1,1,1,0,10
"2018 playoff contenders football - contenders to canton autographs gold",1,1,1,0,5
"2018 playoff contenders football - contenders to canton autographs platinum",1,1,1,0,1
"2018 playoff national treasures football - peerless signatures",1,1,0,1,0
"2018 reserve signatuers diamond",1,0,0,0,0
"2018 reserve signatuers emerald",1,0,0,0,0
"2018 reserve signatuers sapphire",1,0,0,0,0
"2018 reserve signatures",1,1,1,0,25
"2018 reserve signatures gold",1,1,1,0,5
"2018 spectra hof signatures",1,1,1,0,49
"2018 steel signatures",2,2,0,2,0
"2018 super bowl signatures",1,1,0,1,0
"2019 100 years signatures",4,4,4,0,396
"2019 100 years signatures blue",4,4,4,0,200
"2019 100 years signatures gold",4,4,4,0,4
"2019 100 years signatures green",4,4,4,0,80
"2019 100 years signatures purple",4,4,4,0,120
"2019 100 years signatures red",4,4,4,0,40
"2019 all hall",1,0,0,0,0
"2019 all hall blue",1,0,0,0,0
"2019 all hall gold",1,0,0,0,0
"2019 all hall green",1,0,0,0,0
"2019 all hall red",1,0,0,0,0
"2019 base autograph",1,1,1,0,15
"2019 century collection autographs",1,1,1,0,15
"2019 century collection autographs diamond",1,1,1,0,1
"2019 century collection autographs emerald",1,1,1,0,3
"2019 century collection autographs gold",1,1,1,0,5
"2019 century collection autographs sapphire",1,1,1,0,10
"2019 draft class signatures",1,1,1,0,18
"2019 elegance veteran patch autos",1,1,1,0,25
"2019 elegance veteran patch autos emerald",1,1,1,0,3
"2019 elegance veteran patch autos gold",1,1,1,0,5
"2019 elegance veteran patch autos platinum",1,1,1,0,1
"2019 elegance veteran patch autos silver",1,1,1,0,10
"2019 encased base autograph",1,1,1,0,10
"2019 extravagance patch autos",1,1,1,0,10
"2019 extravagance patch autos emerald",1,1,1,0,5
"2019 extravagance patch autos platinum",1,1,1,0,1
"2019 field level signatures",1,1,1,0,98
"2019 first ballot signatures",1,1,1,0,15
"2019 flawless",244,0,0,0,0
"2019 flawless dual patch autographs",1,1,0,1,0
"2019 flawless dual patch autographs black",2,2,0,2,0
"2019 flawless dual patch autographs emerald",2,2,0,2,0
"2019 flawless dual patch autographs gold",2,2,0,2,0
"2019 flawless dual patch autographs sapphire",1,1,0,1,0
"2019 flawless dual signatures black",4,4,0,4,0
"2019 flawless dual signatures emerald",4,4,0,4,0
"2019 flawless dual signatures gold",4,4,0,4,0
"2019 flawless patch autographs",1,1,0,1,0
"2019 flawless patch autographs black",2,2,0,2,0
"2019 flawless patch autographs emerald",2,2,0,2,0
"2019 flawless patch autographs gold",2,2,0,2,0
"2019 flawless patch autographs sapphire",1,1,0,1,0
"2019 flawless star swatch signatures",1,1,0,1,0
"2019 flawless star swatch signatures black",2,2,0,2,0
"2019 flawless star swatch signatures emerald",2,2,0,2,0
"2019 flawless star swatch signatures gold",2,2,0,2,0
"2019 flawless star swatch signatures silver",1,1,0,1,0
"2019 gold signatures",2,2,0,2,0
"2019 hof signatures",1,1,1,0,25
"2019 immaculate collegiate",20,0,0,0,0
"2019 immaculate collegiate football - immaculate ink",1,1,1,0,25
"2019 immaculate collegiate football - immaculate ink platinum",1,1,1,0,1
"2019 immaculate collegiate football - signature patches gold",1,1,1,0,1
"2019 immaculate collegiate football - signature patches platinum",1,1,1,0,1
"2019 immaculate moments autographs",1,1,1,0,10
"2019 immaculate premium patch autographs",2,2,2,0,74
"2019 immaculate premium patch autographs gold",2,2,2,0,20
"2019 immaculate premium patch autographs nfl shield",2,2,2,0,2
"2019 immaculate premium patch autographs platinum tags",2,2,2,0,2
"2019 impeccable canvas creations",1,0,0,0,0
"2019 impeccable canvas creations platinum",1,0,0,0,0
"2019 impeccable canvas creations printing plate black",1,0,0,0,0
"2019 impeccable canvas creations printing plate cyan",1,0,0,0,0
"2019 impeccable canvas creations printing plate magenta",1,0,0,0,0
"2019 impeccable canvas creations printing plate yellow",1,0,0,0,0
"2019 impeccable canvas creations silver",1,0,0,0,0
"2019 impeccable draft picks autographs",1,1,1,0,49
"2019 impeccable impressions",1,0,0,0,0
"2019 impeccable jersey number autographs",2,2,2,0,105
"2019 impeccable masterstrokes",1,0,0,0,0
"2019 impeccable stats autographs",2,2,2,0,30
"2019 impeccable victory",3,0,0,0,0
"2019 impeccable victory gold",1,0,0,0,0
"2019 impeccable victory platinum",3,0,0,0,0
"2019 impeccable victory printing plate black",3,0,0,0,0
"2019 impeccable victory printing plate cyan",3,0,0,0,0
"2019 impeccable victory printing plate magenta",3,0,0,0,0
"2019 impeccable victory printing plate yellow",3,0,0,0,0
"2019 impeccable victory silver",3,0,0,0,0
"2019 leaps and bounds",3,0,0,0,0
"2019 leaps and bounds blue",3,0,0,0,0
"2019 leaps and bounds gold",3,0,0,0,0
"2019 leaps and bounds green",3,0,0,0,0
"2019 leaps and bounds purple",3,0,0,0,0
"2019 leaps and bounds red",3,0,0,0,0
"2019 marquee marks",1,0,0,0,0
"2019 marquee marks blue",1,0,0,0,0
"2019 marquee marks gold",1,0,0,0,0
"2019 marquee marks green",1,0,0,0,0
"2019 marquee marks purple",1,0,0,0,0
"2019 marquee marks red",1,0,0,0,0
"2019 national treasures all-pro signatures",1,1,0,1,0
"2019 national treasures football - all-pro signatures",3,3,3,0,75
"2019 national treasures football - colossal signatures",11,11,11,0,443
"2019 national treasures football - colossal signatures prime",11,11,11,0,215
"2019 national treasures football - colossal signatures prime brand logo",11,11,11,0,19
"2019 national treasures football - colossal signatures prime laundry tag",11,11,11,0,11
"2019 national treasures football - colossal signatures prime nfl shield",11,11,11,0,11
"2019 national treasures football - colossal signatures printing plate black",11,11,11,0,11
"2019 national treasures football - colossal signatures printing plate cyan",11,11,11,0,11
"2019 national treasures football - colossal signatures printing plate magenta",10,10,10,0,10
"2019 national treasures football - colossal signatures printing plate yellow",11,11,11,0,11
"2019 national treasures football - crossover rookie patch autographs",1,1,1,0,99
"2019 national treasures football - crossover rookie patch autographs brand logo",1,1,1,0,2
"2019 national treasures football - crossover rookie patch autographs nfl shield",1,1,1,0,1
"2019 national treasures football - material treasures signatures",4,4,4,0,196
"2019 national treasures football - material treasures signatures laundry tag brand logo",4,4,4,0,4
"2019 national treasures football - material treasures signatures laundry tag nfl players",4,4,4,0,4
"2019 national treasures football - material treasures signatures laundry tag nfl shield",4,4,4,0,4
"2019 national treasures football - material treasures signatures prime",4,4,4,0,100
"2019 national treasures football - material treasures signatures printing plate black",3,3,3,0,3
"2019 national treasures football - material treasures signatures printing plate cyan",3,3,3,0,3
"2019 national treasures football - material treasures signatures printing plate magenta",3,3,3,0,3
"2019 national treasures football - material treasures signatures printing plate yellow",3,3,3,0,3
"2019 national treasures football - notable nicknames",1,0,0,0,0
"2019 national treasures football - peerless signatures",6,6,6,0,150
"2019 national treasures football - rookie gloves brand logo signatures",1,1,1,0,1
"2019 national treasures football - rookie gloves nfl shield signatures",1,1,1,0,1
"2019 national treasures football - rookie gloves signatures",1,1,1,0,25
"2019 national treasures football - rookie gloves signatures holo silver",1,1,1,0,10
"2019 national treasures football - rookie hats off signatures new era",1,1,1,0,3
"2019 national treasures football - rookie hats off signatures new era laundry tag",1,1,1,0,3
"2019 national treasures football - rookie hats off signatures nfl shield",1,1,1,0,3
"2019 national treasures football - rookie hats off signatures nfl shield laundry tag",1,1,1,0,3
"2019 national treasures football - rookie hats off signatures team logo",1,1,1,0,5
"2019 national treasures football - rookie laundry tag nfl player's signatures",1,1,1,0,1
"2019 national treasures football - rookie laundry tag nfl shield signatures",1,1,1,0,1
"2019 national treasures football - rookie laundry tag nike swoosh signatures",1,1,1,0,1
"2019 national treasures football - rookie material signatures rps",1,1,1,0,49
"2019 national treasures football - rookie material signatures rps blue",1,1,1,0,1
"2019 national treasures football - rookie material signatures rps holo silver",1,1,1,0,25
"2019 national treasures football - rookie material signatures rps laundry tag red",1,1,1,0,1
"2019 national treasures football - rookie material signatures rps nfl shield red",1,1,1,0,1
"2019 national treasures football - rookie signatures rps",1,1,1,0,49
"2019 national treasures football - rookie signatures rps black",1,1,1,0,5
"2019 national treasures football - rookie signatures rps gold",1,1,1,0,25
"2019 national treasures football - rookie signatures rps holo silver",1,1,1,0,10
"2019 national treasures football - rookie signatures rps platinum",1,1,1,0,1
"2019 national treasures football - synced signatures",6,6,3,3,45
"2019 national treasures football - treasured history",1,0,0,0,0
"2019 national treasures peerless signatures",1,1,0,1,0
"2019 nt",4,0,0,0,0
"2019 one autographs",7,7,7,0,115
"2019 one autographs black",7,7,7,0,7
"2019 one autographs blue",3,3,3,0,60
"2019 one autographs bronze",3,3,3,0,45
"2019 one autographs gold",7,7,7,0,39
"2019 one autographs platinum",7,7,7,0,25
"2019 one autographs red",7,7,7,0,58
"2019 one dual patch autographs",7,7,7,0,205
"2019 one dual patch autographs black",6,6,6,0,6
"2019 one dual patch autographs blue",3,3,3,0,95
"2019 one dual patch autographs bronze",6,6,6,0,120
"2019 one dual patch autographs gold",7,7,7,0,55
"2019 one dual patch autographs platinum",7,7,7,0,29
"2019 one dual patch autographs red",7,7,7,0,87
"2019 one jumbo tag autographs",3,3,3,0,15
"2019 one matchless",4,0,0,0,0
"2019 one matchless black",4,0,0,0,0
"2019 one matchless blue",3,0,0,0,0
"2019 one matchless bronze",3,0,0,0,0
"2019 one matchless gold",4,0,0,0,0
"2019 one matchless platinum",4,0,0,0,0
"2019 one matchless red",4,0,0,0,0
"2019 one number ones",3,0,0,0,0
"2019 one of a kind",2,0,0,0,0
"2019 one patch autographs",7,7,7,0,200
"2019 one patch autographs black",7,7,7,0,7
"2019 one patch autographs blue",3,3,3,0,85
"2019 one patch autographs bronze",7,7,7,0,100
"2019 one patch autographs gold",7,7,7,0,40
"2019 one patch autographs platinum",7,7,7,0,22
"2019 one patch autographs red",7,7,7,0,66
"2019 one power surge",10,0,0,0,0
"2019 one premium rookie patch autograph",1,1,1,0,64
"2019 one premium rookie patch autograph black",1,1,1,0,1
"2019 one premium rookie patch autograph blue",1,1,1,0,49
"2019 one premium rookie patch autograph bronze",1,1,1,0,25
"2019 one premium rookie patch autograph gold",1,1,1,0,10
"2019 one premium rookie patch autograph platinum",1,1,1,0,5
"2019 one premium rookie patch autograph red",1,1,1,0,15
"2019 one quad patch autographs",6,6,6,0,129
"2019 one quad patch autographs black",6,6,6,0,6
"2019 one quad patch autographs blue",3,3,3,0,65
"2019 one quad patch autographs bronze",2,2,2,0,35
"2019 one quad patch autographs gold",6,6,6,0,30
"2019 one quad patch autographs platinum",6,6,6,0,18
"2019 one quad patch autographs red",6,6,6,0,60
"2019 one rookie dual patch autographs",1,1,1,0,149
"2019 one rookie dual patch autographs black",1,1,1,0,1
"2019 one rookie dual patch autographs gold",1,1,1,0,10
"2019 one rookie dual patch autographs platinum",1,1,1,0,5
"2019 one rookie dual patch autographs red",1,1,1,0,25
"2019 one rookie patch autographs",2,2,2,0,348
"2019 one rookie patch autographs black",2,2,2,0,2
"2019 one rookie patch autographs blue",1,1,1,0,99
"2019 one rookie patch autographs bronze",2,2,2,0,98
"2019 one rookie patch autographs gold",2,2,2,0,20
"2019 one rookie patch autographs platinum",2,2,2,0,10
"2019 one rookie patch autographs red",2,2,2,0,50
"2019 one shield signatures",2,2,2,0,2
"2019 one top of the class",1,0,0,0,0
"2019 panini elements football - gold signatures",1,1,1,0,5
"2019 panini elements football - mettle moments signatures",1,1,1,0,15
"2019 panini elements football - platinum signatures",1,1,1,0,1
"2019 panini elements football - steel signatures",1,1,1,0,15
"2019 panini flawless collegiate - dual patch autographs black",1,1,1,0,1
"2019 panini flawless collegiate - dual patch autographs emerald",1,1,1,0,5
"2019 panini flawless collegiate - dual patch autographs gold",1,1,1,0,10
"2019 panini flawless collegiate - patch autographs black",1,1,1,0,1
"2019 panini flawless collegiate - patch autographs emerald",1,1,1,0,5
"2019 panini flawless collegiate - patch autographs gold",1,1,1,0,10
"2019 panini flawless collegiate - star swatch signatures black",1,1,1,0,1
"2019 panini flawless collegiate - star swatch signatures emerald",1,1,1,0,5
"2019 panini flawless collegiate - star swatch signatures gold",1,1,1,0,10
"2019 panini flawless football - career progressions",4,0,0,0,0
"2019 panini flawless football - career progressions emerald",4,0,0,0,0
"2019 panini flawless football - career progressions platinum",4,0,0,0,0
"2019 panini flawless football - career progressions ruby",4,0,0,0,0
"2019 panini flawless football - career progressions sapphire",4,0,0,0,0
"2019 panini flawless football - career progressions silver",2,0,0,0,0
"2019 panini flawless football - distinguished patch autographs",1,1,0,1,0
"2019 panini flawless football - distinguished patch autographs emerald",1,1,0,1,0
"2019 panini flawless football - distinguished patch autographs platinum",1,1,0,1,0
"2019 panini flawless football - distinguished patch autographs ruby",1,1,0,1,0
"2019 panini flawless football - distinguished patch autographs sapphire",1,1,0,1,0
"2019 panini flawless football - dual patch autographs",8,8,0,8,0
"2019 panini flawless football - dual patch autographs emerald",8,8,0,8,0
"2019 panini flawless football - dual patch autographs platinum",8,8,0,8,0
"2019 panini flawless football - dual patch autographs ruby",6,6,0,6,0
"2019 panini flawless football - dual patch autographs sapphire",8,8,0,8,0
"2019 panini flawless football - dual patch autographs silver",4,4,0,4,0
"2019 panini flawless football - flawless cleat autographs",2,2,0,2,0
"2019 panini flawless football - flawless draft gems",4,0,0,0,0
"2019 panini flawless football - flawless draft gems emerald",4,0,0,0,0
"2019 panini flawless football - flawless draft gems platinum",4,0,0,0,0
"2019 panini flawless football - flawless draft gems ruby",3,0,0,0,0
"2019 panini flawless football - flawless draft gems sapphire",3,0,0,0,0
"2019 panini flawless football - flawless draft gems silver",2,0,0,0,0
"2019 panini flawless football - flawless dual autographs",6,6,0,6,0
"2019 panini flawless football - flawless dual autographs emerald",6,6,0,6,0
"2019 panini flawless football - flawless dual autographs platinum",6,6,0,6,0
"2019 panini flawless football - flawless dual autographs ruby",4,4,0,4,0
"2019 panini flawless football - flawless dual autographs sapphire",6,6,0,6,0
"2019 panini flawless football - flawless dual autographs silver",6,6,0,6,0
"2019 panini flawless football - flawless duals platinum",10,0,0,0,0
"2019 panini flawless football - flawless finishes",2,0,0,0,0
"2019 panini flawless football - flawless finishes emerald",2,0,0,0,0
"2019 panini flawless football - flawless finishes platinum",2,0,0,0,0
"2019 panini flawless football - flawless finishes ruby",2,0,0,0,0
"2019 panini flawless football - flawless finishes sapphire",2,0,0,0,0
